owner_acronym,total_entries,total_contracts,total_amendments
ssc,73,23,50
dnd,36,24,12
dfo,33,29,4
pspc,22,19,3
csa,19,19,0
ic,2,2,0
cnsc,2,2,0
rcmp,2,2,0
lac,1,1,0
