owner_acronym,total_entries,total_contracts,total_amendments
dnd,2669,2636,33
dfo,24,20,4
tc,12,12,0
nrc,6,6,0
rcmp,5,5,0
gac,5,5,0
nrcan,3,3,0
ec,2,2,0
tbs,1,1,0
ic,1,1,0
cbsa,1,1,0
csa,1,1,0
csc,1,1,0
agr,1,1,0
pch,1,1,0
pco,1,1,0
ssc,1,1,0
