owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2011,1,1,0
agr,2013,13,12,1
agr,2014,13,7,6
agr,2015,11,9,2
agr,2016,1,1,0
cannor,2017,1,1,0
cbsa,2014,1,1,0
cbsa,2016,3,2,1
cbsa,2017,4,1,3
cc,2008,1,1,0
ced,2011,1,1,0
cfia,2012,1,1,0
cfia,2014,2,2,0
cihr,2016,1,1,0
cihr,2017,1,0,1
cnsc,2010,1,1,0
cnsc,2011,1,1,0
cra,2009,2,1,1
cra,2010,5,2,3
cra,2011,4,4,0
cra,2012,1,1,0
cra,2013,4,3,1
cra,2014,3,3,0
cra,2017,1,1,0
csc,2011,1,1,0
csc,2014,2,2,0
csc,2016,1,1,0
csc,2017,1,0,1
csps,2013,2,2,0
dfo,2010,7,6,1
dfo,2011,2,2,0
dfo,2014,1,1,0
dnd,2014,1,1,0
dnd,2016,3,3,0
ec,2008,1,1,0
ec,2010,1,1,0
esdc,2008,1,1,0
esdc,2009,1,1,0
esdc,2010,4,4,0
esdc,2011,11,11,0
esdc,2012,5,5,0
esdc,2013,2,2,0
esdc,2014,9,9,0
esdc,2015,18,18,0
esdc,2016,23,17,6
esdc,2017,62,25,37
fcac,2010,1,1,0
fcac,2011,2,2,0
fcac,2012,1,1,0
fcac,2013,1,1,0
fcac,2016,1,1,0
fcac,2017,1,1,0
feddev,2011,1,1,0
feddev,2012,5,4,1
feddev,2013,2,1,1
feddev,2017,1,1,0
fin,2009,2,2,0
fin,2011,1,1,0
fin,2014,1,1,0
fin,2015,1,0,1
fin,2017,1,1,0
fja,2012,4,3,1
gac,2012,3,3,0
gac,2013,8,7,1
gac,2014,7,7,0
gac,2015,18,14,4
gac,2016,1,1,0
gac,2017,1,1,0
hc,2014,2,1,1
ic,2008,2,2,0
ic,2009,1,0,1
ic,2010,1,1,0
ic,2011,5,4,1
ic,2012,6,4,2
ic,2013,5,4,1
ic,2014,3,2,1
ic,2015,2,1,1
ic,2016,3,2,1
ic,2017,3,3,0
inac,2013,1,1,0
inac,2014,6,6,0
inac,2015,1,1,0
inac,2016,1,0,1
inac,2017,3,1,2
infra,2013,2,2,0
infra,2016,1,1,0
infra,2017,1,1,0
ircc,2010,2,2,0
ircc,2012,2,2,0
ircc,2014,4,4,0
ircc,2015,5,4,1
ircc,2016,3,2,1
ircc,2017,2,1,1
just,2011,1,1,0
just,2012,2,0,2
just,2013,2,1,1
just,2014,1,0,1
just,2015,1,1,0
just,2016,1,0,1
neb,2015,5,3,2
neb,2016,4,3,1
neb,2017,3,1,2
nrc,2010,1,1,0
nrc,2012,1,1,0
nrc,2017,1,1,0
nrcan,2011,3,3,0
nrcan,2012,4,1,3
nrcan,2014,3,2,1
nrcan,2015,4,1,3
nrcan,2016,1,1,0
nserc,2017,1,1,0
oag,2017,12,11,1
osfi,2017,1,1,0
pc,2010,1,1,0
pch,2009,1,1,0
pch,2010,2,2,0
pch,2013,1,1,0
pch,2014,3,3,0
pch,2015,1,1,0
pch,2016,1,1,0
pch,2017,4,4,0
pco,2011,1,1,0
phac,2014,2,1,1
pptc,2010,1,1,0
ps,2011,1,1,0
ps,2013,1,1,0
psc,2008,1,1,0
psic,2016,1,1,0
pspc,2008,1,1,0
pspc,2009,2,1,1
pspc,2010,8,6,2
pspc,2011,7,7,0
pspc,2012,12,8,4
pspc,2013,5,1,4
pspc,2014,4,1,3
pspc,2015,3,1,2
pspc,2016,2,2,0
pspc,2017,5,4,1
rcmp,2009,1,1,0
rcmp,2011,1,1,0
rcmp,2012,2,2,0
ssc,2016,1,1,0
ssc,2017,1,1,0
stats,2017,1,1,0
tbs,2008,1,1,0
tbs,2011,3,3,0
tbs,2013,2,1,1
tbs,2014,2,2,0
tbs,2015,1,0,1
tbs,2016,2,2,0
tbs,2017,1,1,0
tc,2011,2,1,1
tc,2012,2,2,0
tc,2013,1,1,0
tc,2014,1,1,0
tc,2017,1,1,0
