source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2011,9,9,0,143566.00,0.00
2012,6,5,1,66202.00,26798.00
2013,2,0,2,0.00,120257.00
2015,8,7,1,109206.00,68457.00
2016,2,1,1,13125.00,44161.00
