source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2011,9,7,2,0,94401.00,49165.00,0.00
2012,6,5,0,1,66202.00,0.00,26798.00
2013,2,0,0,2,0.00,0.00,120257.00
2015,8,6,1,1,84352.00,24854.00,68457.00
2016,2,1,0,1,13125.00,0.00,44161.00
