gen_vendor_normalized,total_entries,total_contracts,total_amendments
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,12,11,1
EDGAR,10,6,4
MICROSOFT CANADA,8,7,1
9288 7231 QUEBEC LA PLAZA PLAZA GATINEAU,8,4,4
ORACLE CANADA,8,8,0
CANADIAN CORPS OF COMMISSIONAIRES,7,6,1
LORD ELGIN HOTEL,7,7,0
DELL COMPUTER,7,7,0
NORTHERN MICRO,7,7,0
MAPLESOFT CONSULTING,7,4,3
ITEX,6,6,0
ADVANCED BUSINESS INTERIORS,6,6,0
COMPUCOM CANADA,6,6,0
SMARTLAB,6,3,3
INFO TECH RESEARCH GROUP,5,5,0
EXCEL HUMAN RESOURCES,5,3,2
DYNAMIC PERSONNEL CONSULTANTS 1019837 ONTARIO,5,2,3
CLARIVATE ANALYTICS,5,5,0
TEKNION,5,5,0
MINDWIRE SYSTEMS,5,4,1
ACTION PERSONNEL,5,2,3
ADVANCED CHIPPEWA TECHNOLOGIES,4,3,1
OTTAWA MARRIOTT,4,4,0
CORRECTOUT,4,2,2
HOTEL PLAZA DE LA CHAUDIERE,4,4,0
GOSS GILROY,4,3,1
SOFTCHOICE,4,4,0
DELOITTE AND TOUCHE,4,2,2
FREEBALANCE,3,3,0
MANPOWER SERVICES CANADA,3,2,1
DELTA OTTAWA CITY CENTER,3,2,1
PRINTERS PLUS,3,2,1
PROCOM CONSULTANTS,3,1,2
ELSEVIER,3,2,1
SERENA SOFTWARE,3,2,1
GARTNER,3,3,0
CBCI TELECOM,3,3,0
ST JOSEPH PRINT GROUP,3,2,1
ST MICHAELS HOSPITAL,3,3,0
HOTEL INDIGO,3,3,0
IBM CANADA,3,2,1
CNW GROUP,3,3,0
TRADUCTION G OUELLET,3,3,0
INSIGHT SOFTWARE CANADA,3,2,1
UNIVERSITE DU QUEBEC A MONTREAL,3,3,0
CODEWORK,3,3,0
CONEXSYS,3,3,0
LIONBRIDGE,3,3,0
SI SYSTEMS,2,1,1
PIXELERA,2,2,0
AE COMPUTARE,2,2,0
DRUIDE INFORMATIQUE,2,2,0
SOMOS,2,2,0
ALTIS HUMAN RESOURCES,2,2,0
MAXSYS,2,2,0
PARABLE COMMUNICATIONS,2,1,1
STRATEGYCORP,2,2,0
GROUPE VOXCO,2,2,0
ANTHONY MACAULEY ASSOCIATES,2,2,0
TELECOM COMPUTER SERVICES,2,2,0
DELTA CHELSEA HOTEL GREAT EAGLE HOTELS,2,2,0
CGI,2,2,0
OTTAWA SECURITY SYSTEMS COMMUNICATIONS,2,2,0
OTTAWA SECURITY SYSTEMS,2,1,1
OTTAWA MARRIOTT HOTELS,2,2,0
THE METCALFE HOTEL,2,2,0
NISHA TECHONOLOGIES,2,2,0
NEWFOUND RECRUITING,2,1,1
WORKDYNAMICS TECHNOLOGIES,2,2,0
ERNST YOUNG,2,1,1
PROGRAM EVALUATION AND BEYOND,2,2,0
EAGLE PROFESSIONAL RESOURCES,2,2,0
CANADIAN PRESS ENTERPRISES,2,2,0
RFP SOLUTIONS,2,2,0
ROBERT HALF CANADA,2,2,0
8937753 CANADA,2,1,1
BERLITZ CANADA,2,2,0
CAREWORX,2,2,0
FUJITSU,2,2,0
OPTRICS OPTRICS A PARTNERSHIP,2,2,0
INJURY PREVENTION PLUS,2,2,0
CASEWARE IDEA,2,2,0
SHERATON GATEWAY HOTEL,2,1,1
LOEB PACKAGING CRAIG PACKAGING,1,1,0
ADOXIO BUSINESS SOLUTIONS,1,1,0
ALTMETRIC,1,1,0
AUBUT ASSOCIATES,1,1,0
AUSPICE SAFETY,1,1,0
BAMBOO BRANDING,1,1,0
BEECHWOOD CONSULTING AND RESEARCH,1,1,0
BELL CANADA,1,1,0
BLACKBERRY,1,1,0
BPM CONSULTING BPM GOVERNMENT IM IT CONSULTING,1,1,0
BRADDA PRINTING SERVICES,1,1,0
BROUSSEAU PIERRETTE TRILINGUIS,1,1,0
CAPITAL OFFICE INTERIORS,1,1,0
CLIC CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,1,1,0
COMPUGEN,1,1,0
COMPUTER MEDIA PRODUCTS,1,1,0
CREMER PIERRE,1,1,0
