source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2015,64,23,6,35,378606.61,148988.58,4200741.53
2016,152,58,16,78,944500.01,398306.06,9837325.50
2017,113,58,8,47,926720.73,198001.00,6122984.24
