owner_acronym,total_entries,total_contracts,total_amendments
cra,661,641,20
ssc,102,95,7
dnd,81,78,3
rcmp,60,60,0
pspc,41,39,2
dfo,19,19,0
tc,18,18,0
ec,12,12,0
cbsa,8,8,0
hc,8,8,0
phac,7,7,0
gac,6,6,0
psc,6,4,2
just,6,6,0
stats,5,5,0
cnsc,5,5,0
nrcan,3,3,0
csc,3,3,0
ic,3,3,0
cgc,3,3,0
pc,2,2,0
pch,2,2,0
csa,1,1,0
ppsc,1,1,0
ircc,1,1,0
cihr,1,1,0
inac,1,1,0
cfia,1,1,0
ced,1,1,0
tbs,1,1,0
elections,1,1,0
