owner_acronym,effective_year,sum_yearly_value
agr,2014,24774.97
agr,2015,15287.98
agr,2016,18548.51
cbsa,2014,20258.65
cbsa,2015,20258.65
cnsc,2009,56201.06
cnsc,2011,11468.71
cnsc,2013,14643.15
cnsc,2014,14643.15
cra,2011,20176.44
cra,2012,71362.48
cra,2013,23665.59
cra,2014,31616.97
cra,2015,56106.35
cra,2016,48632.62
cra,2017,22854.54
csa,2008,15723.62
csa,2009,64509.59
csa,2010,61246.37
csa,2011,108356.65
csa,2012,11846.02
csc,2016,201195.33
csps,2014,40097.53
csps,2016,13122.48
csps,2017,1793.62
dfo,2012,20662.50
dfo,2013,7048.50
dfo,2014,190588.66
dfo,2015,78529.01
dfo,2016,65929.98
dfo,2017,170748.98
dnd,2008,802078.00
dnd,2009,847870.68
dnd,2010,2139114.08
dnd,2011,2217540.15
dnd,2012,146133.69
dnd,2013,293784.45
dnd,2014,639150.53
dnd,2015,431224.65
dnd,2016,402296.40
dnd,2017,279895.65
ec,2008,305373.05
ec,2009,910356.97
ec,2010,920137.64
ec,2011,452754.30
ec,2012,189575.83
ec,2013,72265.13
ec,2014,110100.16
ec,2015,37242.53
ec,2016,30992.38
ec,2017,92010.78
elections,2016,94411.84
elections,2017,144081.04
esdc,2008,27453507.13
esdc,2009,30424485.81
esdc,2010,46860495.07
esdc,2011,36909768.39
esdc,2012,19650285.92
esdc,2013,67150653.30
esdc,2014,49736240.04
esdc,2015,49824552.03
esdc,2016,49583426.17
esdc,2017,33017297.19
fin,2008,37835.81
fin,2009,10189.46
fin,2011,67786.44
fin,2013,19911.93
fin,2015,31643.96
fin,2016,20880.71
fin,2017,20880.71
fja,2008,14720.00
fja,2011,56379.03
fja,2012,72686.06
fja,2013,40734.14
fja,2014,92881.38
fja,2015,59473.03
fja,2016,61753.37
fja,2017,93969.13
gac,2008,64576.44
gac,2009,26024.53
gac,2010,27689.03
gac,2011,43925.93
gac,2012,36866.25
gac,2014,74677.14
gac,2015,10178.98
hc,2010,6664.18
hc,2011,91152.93
hc,2012,59975.80
hc,2013,658956.48
hc,2014,1228989.55
hc,2015,988537.80
hc,2016,640273.18
hc,2017,771162.88
ic,2008,230108.00
ic,2009,6281.00
ic,2010,42417.00
ic,2011,76109.00
ic,2012,18669.50
ic,2013,7519.50
ic,2014,32820.00
ic,2015,39575.00
ic,2016,57451.00
ic,2017,78658.25
inac,2015,73528.00
inac,2016,72893.73
inac,2017,25091.15
infra,2008,18615.92
infra,2016,10267.77
infra,2017,10267.77
ircc,2010,10589.58
ircc,2013,58086.45
ircc,2014,108675.45
isc,2017,21416.25
just,2008,64936.59
just,2009,58493.97
just,2010,133732.54
just,2011,108793.99
just,2013,10810.29
just,2017,17659.20
lac,2013,10428.38
lac,2014,35505.84
lac,2015,40110.99
lac,2017,26465.68
nrc,2010,22769.50
nrc,2011,22769.50
nrc,2012,12780.00
nrc,2013,102133.00
nrc,2014,177957.00
nrc,2015,29494.00
nrc,2016,34940.00
nrc,2017,34940.00
nrcan,2012,8529.24
nrcan,2013,71429.09
nrcan,2014,52896.31
nrcan,2015,6941.03
nrcan,2016,46715.27
nrcan,2017,63150.84
pbc,2013,45399.50
pbc,2014,14211.50
pc,2008,96301.31
pc,2009,53777.59
pc,2010,56360.43
pc,2011,7087.50
pc,2017,75514.45
pch,2008,106471.04
pch,2009,77516.75
pch,2010,14353.61
pch,2012,8505.00
pch,2013,8505.00
pch,2014,18395.54
pch,2015,18395.54
pco,2008,5690.56
pco,2009,136331.04
pco,2014,31351.57
pco,2015,31351.57
pco,2017,18645.00
phac,2011,24592.38
phac,2012,20683.40
phac,2013,1279717.63
phac,2014,1685471.38
phac,2015,990550.50
phac,2016,953510.56
phac,2017,315161.19
pmprb,2016,12404.86
pmprb,2017,12404.86
pptc,2013,58086.45
pptc,2014,58086.45
ps,2008,54644.21
ps,2009,35589.68
psc,2008,20110.00
psc,2015,10302.00
pspc,2008,454499.82
pspc,2009,177755.70
pspc,2010,252393.83
pspc,2011,251958.85
pspc,2012,154620.95
pspc,2013,215393.07
pspc,2014,249338.78
pspc,2015,466014.56
pspc,2016,442843.46
pspc,2017,446954.09
rcmp,2008,48200.73
rcmp,2009,33770.57
ssc,2012,82694.39
ssc,2013,174224.39
ssc,2014,470031.71
ssc,2015,551484.24
ssc,2016,1426933.80
ssc,2017,6424795.10
sshrc,2017,61679.35
stats,2010,27520.02
stats,2011,12367.14
stats,2013,16950.00
stats,2014,32161.27
stats,2015,32161.27
tbs,2008,17418.40
tbs,2009,28687.52
tbs,2010,2949.58
tc,2011,314844.72
tc,2012,258500.14
tc,2013,89680.83
tc,2014,129035.84
tc,2015,198744.58
tc,2016,277149.96
tc,2017,202297.87
tsb,2017,58611.63
vac,2012,16017.76
vac,2013,16017.76
vac,2015,29709.12
