source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2010,5897,3447,2450,51468651.20,548546164.06
2011,5031,3205,1826,46257934.85,316718455.15
2012,4814,3105,1709,44280015.26,270146920.65
2013,4427,2835,1592,39800612.21,256494512.96
2014,4633,2952,1681,40681384.06,599132589.99
2015,3516,2124,1392,29044079.42,853422056.17
2016,6231,3523,2708,50986756.58,646779666.06
2017,5828,2956,2872,47102374.96,696960157.62
