source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2010,5897,3342,208,2347,48895143.14,5175153.09,545944519.03
2011,5031,3108,170,1753,43881278.73,4223472.17,314871639.10
2012,4814,3018,159,1637,42146363.34,3954930.42,268325642.15
2013,4427,2751,145,1531,37744422.58,3601030.33,254949672.26
2014,4633,2870,139,1624,38669906.73,3456785.69,597687281.63
2015,3516,2072,99,1345,27768699.97,2465184.43,852232251.19
2016,6231,3377,223,2631,47404891.75,5539032.07,644822498.82
2017,5828,2744,303,2781,41887239.91,7538027.28,694637265.39
