source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,2,0,0,2,0.00,0.00,395025.70
2017,3,1,1,1,11582.50,24543.60,27873.71
