owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,4,4,0
agr,2014,6,5,1
agr,2015,3,2,1
agr,2016,2,2,0
agr,2017,3,3,0
cbsa,2016,2,2,0
cbsa,2017,2,2,0
ceaa,2009,1,1,0
ceaa,2012,1,1,0
cra,2009,1,1,0
csa,2008,3,3,0
csa,2009,6,6,0
csa,2010,4,4,0
csa,2011,6,6,0
csa,2012,1,1,0
csa,2013,2,2,0
csa,2014,4,4,0
csa,2015,6,6,0
csa,2016,6,6,0
csa,2017,15,5,10
csc,2014,1,1,0
dfo,2012,1,1,0
dfo,2013,1,1,0
dnd,2008,8,8,0
dnd,2009,13,10,3
dnd,2010,13,7,6
dnd,2011,12,6,6
dnd,2012,9,3,6
dnd,2013,12,6,6
dnd,2014,11,6,5
dnd,2015,6,3,3
dnd,2016,5,5,0
ec,2008,1,1,0
ec,2009,4,4,0
ec,2010,5,3,2
ec,2011,2,0,2
ec,2012,3,2,1
ec,2013,4,4,0
ec,2014,1,0,1
ec,2015,2,2,0
ec,2016,1,1,0
ec,2017,1,1,0
gac,2013,12,12,0
gac,2014,45,42,3
gac,2015,51,40,11
gac,2016,23,21,2
gac,2017,19,18,1
ic,2008,2,2,0
ic,2009,3,3,0
ic,2010,1,1,0
ic,2011,2,2,0
ic,2012,1,1,0
ic,2013,1,1,0
ic,2015,4,3,1
ic,2016,2,1,1
ic,2017,6,6,0
nrc,2009,13,13,0
nrc,2010,13,12,1
nrc,2011,33,33,0
nrc,2012,12,12,0
nrc,2013,19,19,0
nrc,2014,15,14,1
nrc,2015,24,23,1
nrc,2016,56,54,2
nrc,2017,45,42,3
nrcan,2011,3,3,0
nrcan,2012,2,2,0
nrcan,2013,1,1,0
nrcan,2014,2,1,1
nrcan,2015,3,2,1
nrcan,2016,2,2,0
nrcan,2017,3,3,0
pc,2008,1,1,0
pc,2011,1,1,0
pc,2012,2,2,0
pc,2013,3,3,0
pc,2014,2,2,0
pc,2015,2,2,0
pc,2017,2,2,0
pspc,2008,2,2,0
pspc,2009,10,10,0
pspc,2010,4,4,0
pspc,2011,3,3,0
pspc,2012,6,6,0
pspc,2013,6,4,2
pspc,2014,6,3,3
pspc,2015,2,2,0
pspc,2016,4,3,1
pspc,2017,5,4,1
rcmp,2008,4,4,0
rcmp,2009,6,6,0
rcmp,2010,6,5,1
rcmp,2011,2,2,0
rcmp,2012,5,5,0
rcmp,2013,2,2,0
rcmp,2014,6,5,1
rcmp,2015,3,2,1
rcmp,2016,7,7,0
rcmp,2017,1,1,0
stats,2015,1,1,0
tc,2011,19,19,0
tc,2012,12,12,0
tc,2013,8,8,0
tc,2014,9,9,0
tc,2015,7,7,0
tc,2016,5,5,0
tc,2017,12,11,1
