owner_acronym,effective_year,sum_yearly_value
agr,2013,7537.65
agr,2014,22432.26
agr,2015,58586.36
agr,2016,40742.49
agr,2017,41777.27
cbsa,2016,36442.50
cbsa,2017,96454.88
ceaa,2009,23192.00
ceaa,2013,19591.00
cra,2008,50850.00
cra,2009,15503.25
csa,2008,65712.15
csa,2009,1219166.61
csa,2010,1670429.56
csa,2011,942772.92
csa,2012,662066.76
csa,2013,287338.30
csa,2014,502883.32
csa,2015,1803710.01
csa,2016,5332338.39
csa,2017,6763300.58
csc,2014,28148.00
dnd,2008,4388299.50
dnd,2009,15048014.54
dnd,2010,10483463.71
dnd,2011,6670896.79
dnd,2012,8523785.11
dnd,2013,7611025.13
dnd,2014,7499733.84
dnd,2015,15289895.29
dnd,2016,3290186.99
dnd,2017,2643955.51
ec,2008,86575.00
ec,2009,124760.00
ec,2010,115558.70
ec,2011,13157.00
ec,2012,193551.12
ec,2013,153496.41
ec,2014,207186.34
ec,2015,49953.60
ec,2017,43162.90
gac,2013,743625.88
gac,2014,2865240.14
gac,2015,3297688.24
gac,2016,2789140.69
gac,2017,2649963.44
ic,2008,70948.00
ic,2009,494229.20
ic,2010,478195.20
ic,2011,478195.20
ic,2012,455258.20
ic,2013,684206.95
ic,2014,228948.75
ic,2015,83489.83
ic,2016,534668.00
ic,2017,708315.10
nrc,2008,9624.80
nrc,2009,153688.80
nrc,2010,396124.80
nrc,2011,1042917.30
nrc,2012,433304.50
nrc,2013,435361.50
nrc,2014,515052.83
nrc,2015,1044887.83
nrc,2016,1057004.65
nrc,2017,1463617.31
nrcan,2011,95775.19
nrcan,2012,36450.19
nrcan,2013,268278.72
nrcan,2014,349050.00
nrcan,2015,318468.93
nrcan,2016,567249.73
nrcan,2017,328631.61
pc,2008,13393.80
pc,2009,13393.80
pc,2011,15314.88
pc,2012,38272.08
pc,2013,76958.23
pc,2014,107701.69
pc,2015,37633.27
pc,2016,14008.27
pc,2017,114591.37
pspc,2008,202366.57
pspc,2009,144989.47
pspc,2010,2551685.82
pspc,2011,2397364.34
pspc,2012,2412800.45
pspc,2013,-2242170.48
pspc,2014,2824702.40
pspc,2015,281187.68
pspc,2016,341871.06
pspc,2017,239420.78
rcmp,2008,55397.21
rcmp,2009,77776.84
rcmp,2010,15339190.73
rcmp,2011,13696.57
rcmp,2012,35966.27
rcmp,2013,13939.50
rcmp,2014,103877.83
rcmp,2015,45209.20
rcmp,2016,105289.84
rcmp,2017,104823.04
stats,2014,22736.08
tc,2011,400244.57
tc,2012,381321.86
tc,2013,215477.76
tc,2014,269062.61
tc,2015,252485.93
tc,2016,137936.94
tc,2017,213672.54
