source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2013,922,479,443,8505932.48,76160921.51
2014,1281,558,723,9958469.10,321106731.00
2015,778,406,372,7330898.38,119569363.47
2016,774,380,394,6825455.82,94110179.83
2017,837,398,439,7084260.30,69358295.87
