source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,47,38,9,635362.21,378580.75
2009,62,46,16,818221.98,1315645.32
2010,77,60,17,1039996.94,1046347.61
2011,115,85,30,1509113.13,2005940.58
2012,94,65,29,1121565.40,1385406.06
2013,94,69,25,1124537.18,1650803.83
2014,83,59,24,991189.01,1699394.89
2015,84,64,20,1108431.20,1879958.65
2016,77,56,21,928368.49,1120748.15
2017,85,64,21,1050124.17,2294770.72
