owner_acronym,effective_year,sum_yearly_value
agr,2014,167586.27
agr,2015,311192.85
agr,2016,667544.38
agr,2017,803285.16
ceaa,2008,38310.00
ceaa,2009,48435.00
ceaa,2010,27722.47
ceaa,2011,15176.36
ceaa,2012,15226.00
ceaa,2013,104841.54
ceaa,2014,52802.50
ceaa,2016,19848.45
ceaa,2017,19848.45
cfia,2012,49510.00
cfia,2013,147225.36
cfia,2015,96674.60
cfia,2016,153993.85
cfia,2017,57319.25
cnsc,2014,6242.39
cnsc,2015,12796.39
cnsc,2016,13829.38
cnsc,2017,14787.06
csa,2009,42336.00
csa,2010,10395.00
csa,2014,24972.58
csc,2017,9254.70
dfo,2010,298779.82
dfo,2011,643761.76
dfo,2012,382352.80
dfo,2013,718524.59
dfo,2014,560846.67
dfo,2015,1268006.90
dfo,2016,371831.13
dfo,2017,670865.14
dnd,2008,425871.33
dnd,2009,3393681.50
dnd,2010,3209055.26
dnd,2011,4762096.33
dnd,2012,6532504.45
dnd,2013,4116323.83
dnd,2014,3550452.90
dnd,2015,7721460.97
dnd,2016,5636122.67
dnd,2017,1752241.70
ec,2008,889713.82
ec,2009,924743.83
ec,2010,1610311.83
ec,2011,1100327.03
ec,2012,606736.90
ec,2013,903681.90
ec,2014,1196821.81
ec,2015,335026.50
ec,2016,116616.21
ec,2017,398750.52
elections,2017,606147.95
esdc,2011,9229.50
esdc,2012,20067.00
esdc,2013,4000.96
esdc,2014,49272.37
esdc,2015,49272.37
esdc,2016,59613.90
gac,2014,38337.27
gac,2015,13688.17
gac,2016,17499.59
gac,2017,103083.53
hc,2011,25795.88
hc,2012,114198.69
hc,2013,177937.94
hc,2014,40310.04
hc,2015,105109.89
hc,2016,198770.90
hc,2017,194878.66
ic,2012,11235.00
ic,2013,11235.00
inac,2013,51030.00
inac,2014,154329.75
inac,2015,579042.99
inac,2016,68380.66
inac,2017,334964.47
infra,2008,5469.35
infra,2009,11422.85
infra,2010,11038.50
infra,2011,11492.10
infra,2012,19221.30
infra,2013,6407.10
infra,2014,6407.10
neb,2016,21315.00
neb,2017,21315.00
nrc,2010,22238.00
nrc,2012,12594.00
nrc,2013,14647.00
nrc,2015,17085.00
nrc,2016,75099.20
nrc,2017,108706.02
nrcan,2011,546588.78
nrcan,2012,1299777.89
nrcan,2013,1020089.52
nrcan,2014,594002.73
nrcan,2015,397138.76
nrcan,2016,857827.93
nrcan,2017,544359.80
pc,2008,85984.50
pc,2009,49754.25
pc,2011,165320.01
pc,2012,394899.75
pc,2016,397353.60
pc,2017,656618.51
pch,2008,33642.00
pch,2009,47674.43
pch,2010,7024.50
pch,2011,21073.50
pch,2012,27153.00
pch,2013,20278.46
pch,2014,14348.91
pch,2015,7174.46
pch,2016,7651.59
pch,2017,15453.22
phac,2011,51591.75
phac,2012,162490.82
phac,2013,100672.57
phac,2014,206978.54
phac,2015,62316.79
phac,2016,107733.23
phac,2017,102088.88
ps,2008,24698.00
ps,2009,15545.76
ps,2010,44945.76
ps,2011,29400.00
ps,2012,32259.62
ps,2013,139891.18
ps,2014,116878.73
ps,2015,136691.08
ps,2016,137051.03
ps,2017,111416.17
pspc,2008,97200.00
pspc,2009,26880.00
pspc,2010,88287.38
pspc,2011,42074.01
pspc,2012,216542.71
pspc,2013,87846.60
pspc,2014,127297.06
pspc,2015,103699.22
pspc,2016,118756.44
pspc,2017,120570.80
rcmp,2008,207209.39
rcmp,2009,417590.17
rcmp,2010,202735.44
rcmp,2011,52086.45
rcmp,2012,21378.00
rcmp,2013,285995.04
rcmp,2014,430125.13
rcmp,2015,865967.39
rcmp,2016,295740.26
rcmp,2017,370199.36
stats,2008,369980.52
stats,2009,512244.25
stats,2010,491084.73
stats,2011,699602.05
stats,2012,512609.44
stats,2013,169604.53
stats,2014,448484.23
stats,2015,2758313.84
stats,2016,3034589.01
stats,2017,247967.20
tc,2011,29357.01
tc,2013,21865.50
tc,2014,86139.90
tc,2015,26598.79
tc,2016,54339.73
tc,2017,43825.81
