source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2011,1489,662,145,682,10497307.75,3601013.31,157762539.77
2012,965,461,94,410,7324022.55,2336913.79,82079481.91
2013,1349,667,163,519,10699584.31,4053649.99,106873691.47
2014,1414,686,197,531,10979422.22,4877535.52,107714813.60
2015,1099,513,123,463,8139521.18,3055394.69,93522797.47
2016,907,413,96,398,6577512.65,2382698.57,69697418.38
2017,1330,620,174,536,10188040.07,4321872.93,110161174.95
