source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2011,1489,775,714,13288884.30,158571976.53
2012,965,538,427,9229842.28,82510575.97
2013,1349,793,556,13816541.23,107810384.54
2014,1414,856,558,15176377.89,108395393.45
2015,1099,606,493,10434281.26,94283432.08
2016,907,495,412,8603633.71,70053995.89
2017,1330,766,564,13795851.68,110875236.27
