owner_acronym,total_entries,total_contracts,total_amendments
pspc,75,51,24
esdc,48,43,5
dnd,46,39,7
cra,29,14,15
gac,29,23,6
rcmp,23,17,6
nrc,19,16,3
ssc,19,13,6
stats,17,17,0
ircc,17,12,5
tc,14,13,1
pch,12,6,6
tbs,11,9,2
cbsa,11,9,2
hc,9,9,0
agr,8,8,0
csa,8,8,0
phac,8,8,0
ic,5,5,0
vac,4,4,0
cnsc,3,3,0
inac,3,2,1
just,3,3,0
csc,3,2,1
pptc,2,2,0
elections,1,1,0
nserc,1,1,0
