owner_acronym,effective_year,sum_yearly_value
acoa,2008,119472.00
acoa,2009,694319.98
acoa,2010,319371.29
acoa,2011,823313.40
acoa,2012,374548.59
acoa,2013,437701.47
acoa,2014,120782.88
acoa,2015,172890.00
acoa,2016,172890.00
acoa,2017,115260.00
agr,2013,2010470.66
agr,2014,2263733.04
agr,2015,26046.50
agr,2017,261455.67
atssc,2017,134289.07
cbsa,2014,305242.68
cbsa,2015,305242.68
cbsa,2016,64636.50
cbsa,2017,727911.86
ced,2014,9633.24
ced,2015,13521.03
ced,2016,31713.65
ced,2017,18613.33
cfia,2011,191058.00
cfia,2012,139183.00
cfia,2013,3528432.91
cfia,2014,105749.08
cfia,2015,33750.00
cfia,2017,254188.60
cgc,2017,34533.13
cihr,2016,141704.85
cihr,2017,289010.13
cnsc,2010,41737.50
cnsc,2015,117369.99
cnsc,2016,45223.54
cnsc,2017,235702.07
cra,2008,2672202.95
cra,2009,1537636.45
cra,2010,25118989.74
cra,2011,872176.07
cra,2012,124072.87
cra,2013,673946.49
cra,2014,787272.49
cra,2015,504025.80
cra,2016,397979.26
cra,2017,424690.81
crtc,2017,19508.42
csa,2010,116065.95
csa,2011,192447.15
csa,2012,121572.15
csa,2013,202204.80
csa,2014,6472.50
csa,2015,11177.73
csa,2016,11177.73
csa,2017,18689.63
csc,2014,366572.00
csc,2015,513545.00
csc,2016,1049446.66
csc,2017,1885775.75
csps,2015,40183.88
csps,2016,40183.88
csps,2017,99077.29
dfo,2012,4617954.86
dfo,2013,406243.00
dfo,2014,1295726.28
dfo,2015,1078189.98
dfo,2017,301607.60
dnd,2008,10409.50
dnd,2009,533947.50
dnd,2010,1915042.50
dnd,2011,5504486.67
dnd,2012,-483271.58
dnd,2013,14168852.42
dnd,2014,20381747.00
dnd,2015,5546920.50
dnd,2017,4561139.03
ec,2008,113761.00
ec,2009,332769.00
ec,2010,2549410.33
ec,2011,2217210.13
ec,2012,53600.00
ec,2013,110606.00
ec,2014,4606.00
ec,2016,205816.74
ec,2017,645939.29
elections,2017,1638573.54
esdc,2008,696093.38
esdc,2009,62506805.75
esdc,2010,62328387.13
esdc,2011,63037986.63
esdc,2012,66053181.63
esdc,2013,5103724.01
esdc,2014,4723596.77
esdc,2015,4525525.42
esdc,2016,5791090.14
esdc,2017,4457809.30
fcac,2008,56707.00
fcac,2013,5216.08
fcac,2014,19105.34
fcac,2015,13889.26
fcac,2016,21494.44
fcac,2017,48922.60
fin,2008,217560.00
fin,2011,137554.90
fin,2012,835917.50
fin,2013,938189.85
fin,2014,985940.09
fin,2015,92531.30
fin,2016,100852.50
fin,2017,166810.84
fintrac,2008,1193180.69
fintrac,2009,11660.00
fintrac,2011,70440.00
fintrac,2014,37696.80
fintrac,2015,431484.94
fintrac,2017,51265.44
fja,2015,15884.14
fja,2016,20063.11
fja,2017,8734.88
gac,2008,859513.20
gac,2009,510825.00
gac,2010,688330.70
gac,2011,11252541.72
gac,2012,1438468.90
gac,2013,2474839.55
gac,2014,432325.12
gac,2015,365678.20
gac,2016,431970.68
gac,2017,1188606.49
hc,2014,703364.55
hc,2015,891095.50
hc,2016,1205099.84
hc,2017,688627.49
ic,2008,194485.50
ic,2009,558582.00
ic,2010,178054.00
ic,2011,111300.00
ic,2012,129879.50
ic,2013,289456.00
ic,2014,159576.50
ic,2015,878422.75
ic,2016,938719.75
ic,2017,604170.92
infra,2011,77710.10
infra,2015,230476.68
infra,2016,230476.68
infra,2017,71792.28
ircc,2011,70875.00
ircc,2012,141750.00
ircc,2013,541795.98
ircc,2014,346684.66
ircc,2015,430234.63
ircc,2016,83000.60
ircc,2017,1487291.57
just,2008,171900.00
just,2009,313054.66
just,2012,573131.48
just,2013,1033623.43
just,2014,460491.95
just,2015,1523909.45
just,2016,1825318.07
just,2017,1806694.09
lac,2010,648770.42
lac,2011,648770.42
lac,2012,648770.42
lac,2013,731825.92
lac,2014,973834.82
lac,2015,324191.36
lac,2016,325671.62
lac,2017,223056.43
mgerc,2016,18435.24
mgerc,2017,23799.84
neb,2016,38823.75
neb,2017,200141.61
nrc,2011,76275.00
nrc,2012,921524.00
nrc,2013,723093.00
nrc,2014,751907.00
nrc,2015,649666.00
nrc,2016,46392.00
nrc,2017,217129.86
nrcan,2011,479132.43
nrcan,2012,146788.70
nrcan,2013,154202.63
