gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
CANON,2008,13,13,0
CANON,2009,11,11,0
CANON,2010,15,15,0
CANON,2011,4,4,0
CANON,2012,7,5,2
CANON,2013,2,2,0
CANON,2014,16,16,0
CANON,2015,12,12,0
CANON,2016,2,2,0
GRAND TOY,2008,1,1,0
GRAND TOY,2009,4,4,0
GRAND TOY,2010,5,5,0
GRAND TOY,2011,8,8,0
GRAND TOY,2012,13,13,0
GRAND TOY,2013,12,12,0
GRAND TOY,2014,4,4,0
GRAND TOY,2015,11,11,0
GRAND TOY,2016,3,3,0
GRAND TOY,2017,1,1,0
IBM CANADA,2008,16,16,0
IBM CANADA,2009,15,15,0
IBM CANADA,2010,9,9,0
IBM CANADA,2011,10,9,1
IBM CANADA,2012,4,4,0
IBM CANADA,2013,2,2,0
IBM CANADA,2014,1,1,0
IBM CANADA,2015,5,5,0
IBM CANADA,2016,2,2,0
IBM CANADA,2017,3,3,0
MICROSOFT CANADA,2008,10,10,0
MICROSOFT CANADA,2009,8,8,0
MICROSOFT CANADA,2010,5,5,0
MICROSOFT CANADA,2011,12,12,0
MICROSOFT CANADA,2012,7,6,1
MICROSOFT CANADA,2013,2,2,0
MICROSOFT CANADA,2014,4,4,0
MICROSOFT CANADA,2015,5,5,0
MICROSOFT CANADA,2016,6,6,0
MICROSOFT CANADA,2017,8,8,0
NORTHERN MICRO,2008,18,18,0
NORTHERN MICRO,2009,23,23,0
NORTHERN MICRO,2010,20,20,0
NORTHERN MICRO,2011,17,17,0
NORTHERN MICRO,2012,9,8,1
NORTHERN MICRO,2013,11,11,0
NORTHERN MICRO,2014,6,6,0
NORTHERN MICRO,2015,6,6,0
NORTHERN MICRO,2016,3,3,0
NORTHERN MICRO,2017,6,6,0
ORACLE CANADA,2008,1,1,0
ORACLE CANADA,2009,11,11,0
ORACLE CANADA,2010,6,6,0
ORACLE CANADA,2011,8,8,0
ORACLE CANADA,2012,4,4,0
ORACLE CANADA,2013,9,9,0
ORACLE CANADA,2014,4,4,0
ORACLE CANADA,2015,3,3,0
ORACLE CANADA,2016,5,5,0
ORACLE CANADA,2017,4,4,0
PRINTERS PLUS,2009,7,7,0
PRINTERS PLUS,2010,21,21,0
PRINTERS PLUS,2011,1,1,0
PRINTERS PLUS,2012,1,1,0
PRINTERS PLUS,2013,3,3,0
PRINTERS PLUS,2014,7,7,0
PRINTERS PLUS,2015,7,7,0
PRINTERS PLUS,2017,2,2,0
SOFTCHOICE,2008,10,10,0
SOFTCHOICE,2009,13,13,0
SOFTCHOICE,2010,10,10,0
SOFTCHOICE,2011,11,11,0
SOFTCHOICE,2013,2,2,0
SOFTCHOICE,2015,1,1,0
SOFTCHOICE,2016,3,3,0
SOFTCHOICE,2017,2,2,0
TERAMACH TECHNOLOGIES,2008,29,29,0
TERAMACH TECHNOLOGIES,2009,27,27,0
TERAMACH TECHNOLOGIES,2010,18,18,0
TERAMACH TECHNOLOGIES,2011,35,35,0
TERAMACH TECHNOLOGIES,2012,1,1,0
XEROX,2008,3,3,0
XEROX,2009,6,6,0
XEROX,2010,7,7,0
XEROX,2011,5,5,0
XEROX,2012,2,1,1
XEROX,2013,4,4,0
XEROX,2014,11,11,0
XEROX,2015,11,11,0
XEROX,2016,3,3,0
