owner_acronym,total_entries,total_contracts,total_amendments
cra,224,111,113
rcmp,71,41,30
cbsa,61,40,21
ssc,53,34,19
tc,40,27,13
dnd,38,23,15
gac,27,8,19
inac,17,17,0
ic,15,6,9
esdc,13,13,0
ec,9,9,0
cnsc,8,5,3
ircc,6,5,1
pspc,6,5,1
vac,6,1,5
cfia,5,4,1
hc,4,2,2
fja,4,3,1
phac,4,2,2
psc,1,1,0
