source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,53,20,4,29,323885.89,100088.69,3844989.08
2017,118,49,8,61,769583.12,196483.60,8299431.55
