gen_vendor_normalized,total_entries,total_contracts,total_amendments
MODIS CANADA,9,1,8
EXCEL HUMAN RESOURCES,6,4,2
GROUPE CONSEIL BAASTEL,6,1,5
ALTIS HUMAN RESOURCES,5,3,2
SOCIETE GAMMA,5,1,4
ACCURATE DESIGN COMMUNICATION,5,1,4
COSSETTE COMMUNICATIONS,4,4,0
SIERRA SYSTEMS GROUP,4,1,3
SEEUNITY,4,2,2
CISION CANADA,4,2,2
3005526 CANADA,3,1,2
ACCESS 2 NETWORKS,3,2,1
CONVERSART CONSULTING,3,1,2
DYNAMIC PERSONNEL CONSULTANTS,3,2,1
NORTHERN MICRO,3,3,0
ORACLE CANADA,3,3,0
TOSHIBA CLIENT SOLUTIONS CANADA,3,3,0
ZYCOM,3,3,0
MICRO FOCUS SOFTWARE CANADA,2,2,0
MICROSOFT CANADA,2,2,0
LEXISNEXIS CANADA,2,2,0
DONNA CONA,2,1,1
DONNELLEY FINANCIAL SOLUTIONS,2,2,0
IRVING MITCHELL KALICHMAN,2,2,0
NISHA TECHONOLOGIES,2,2,0
VMWARE,2,2,0
THE ASSOCIATES GROUP HUMAN RESOURCE,2,1,1
VEEAM,2,2,0
APPLIED ELECTONICS,2,2,0
ADIRONDACK IN JOINT VENTURE WITH TH,2,1,1
PRINTERS PLUS,2,2,0
DELL COMPUTER,2,2,0
MGIS,2,1,1
CBCI TELECOM CANADA,2,2,0
GALBRAITH COMMUNICATIONS,1,1,0
GARTNER,1,1,0
GROUPE INTERSOL,1,1,0
INTERPLAY CREATIVE MEDIA,1,1,0
IRON MOUNTAIN CANADA OPERATIONS,1,1,0
KARL MOORE,1,1,0
KATHARINE M HUNTER ZAWORSKI,1,1,0
LONGO ASSOCIATES,1,1,0
MARILYN THERIAULT,1,1,0
MARIO GODBOUT DESIGN,1,1,0
MAXSYS STAFFING AND CONSULTING,1,1,0
MENTAL HEALTH COMMISSION OF CANADA,1,1,0
MINDWIRE SYSTEMS,1,1,0
ABI ADVANCED BUSINESS INTERIORS,1,1,0
MOORE CANADA,1,1,0
NEWS CANADA,1,1,0
PANASONIC,1,1,0
QMR,1,1,0
RANDSTAD,1,1,0
RICOH,1,1,0
ABCE LANGUAGE SCHOOL,1,1,0
8340854 CANADA,1,1,0
7792395 CANADA,1,1,0
SOFTCHOICE,1,1,0
SOUND VENTURE PRODUCTIONS OTTAWA,1,1,0
SPIRIT STAFFING,1,1,0
TEKNION,1,1,0
THE EMOTIONAL INTELLIGENCE TRAINING,1,1,0
AZUR HUMAN RESOURCES,1,1,0
BANG THE TABLE CANADA,1,1,0
BDO CANADA,1,1,0
BURKE CADER MEDIA STRATEGIES,1,1,0
CANADIAN INSTITUTE FOR CONFLICT,1,1,0
CDW CANADA,1,1,0
CELLULE DESIGN SOUCHE CREATIVE,1,1,0
ALTRUISTIC INFORMATICS CONSULTING,1,1,0
COLM BRANNIGAN MEDIATION,1,1,0
CONTRACT COMMUNITY,1,1,0
THE RETIREMENT PLANNING INSTITUTE,1,1,0
ADVITEK,1,1,0
CRESTRON CANADA,1,1,0
THINKING BIG INFORMATION,1,1,0
EATON INDUSTRIES CANADA COMPANY,1,1,0
EKOS RESEARCH ASSOCIATES,1,1,0
ADRM TECHNOLOGY CONSULTING,1,1,0
FAST FORWARD FRENCH,1,1,0
FLEXEDGE TECHNOLOGIES,1,1,0
FOXRED CONSULTING,1,1,0
